3379,On the Beach (1959),Drama
6818,Come and See (Idi i smotri) (1985),Drama|War
74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
26810,Bad Boy Bubby (1993),Drama
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
4495,Crossing Delancey (1988),Comedy|Romance
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama
141928,Bloodsucking Bastards (2015),Comedy|Horror
26528,Anne of Green Gables (1985),Children|Drama
8477,"Jetée, La (1962)",Romance|Sci-Fi
156605,Paterson,(no genres listed)
100556,"Act of Killing, The (2012)",Documentary
3567,Bossa Nova (2000),Comedy|Drama|Romance
5490,The Big Bus (1976),Action|Comedy
167064,I Am Not Your Negro (2017),Documentary
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
166183,Junior and Karlson (1968),Adventure|Animation|Children
3951,Two Family House (2000),Drama
32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
170705,Band of Brothers (2001),Action|Drama|War
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Adventure|Animation|Fantasy
86237,Connections (1978),Documentary
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama
134796,Bitter Lake (2015),Documentary
2295,"Impostors, The (1998)",Comedy
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama
4393,Another Woman (1988),Drama
152711,Who Killed Chea Vichea? (2010),Documentary
132333,Seve (2014),Documentary|Drama
912,Casablanca (1942),Drama|Romance
158398,World of Glory (1991),Comedy
184245,De platte jungle (1978),Documentary
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
117531,Watermark (2014),Documentary
8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance
160644,Indignation (2016),Drama
25947,Unfaithfully Yours (1948),Comedy
7122,King of Hearts (1966),Comedy|Drama|War
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
96430,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy
7815,True Stories (1986),Comedy|Musical
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
173963,Empties (2007),Comedy
1066,Shall We Dance (1937),Comedy|Musical|Romance
4454,More (1998),Animation|Drama|Sci-Fi|IMAX
6201,Lady Jane (1986),Drama|Romance
84273,Zeitgeist: Moving Forward (2011),Documentary
140162,Love (2015),Drama|Romance
173355,Travels of an Ant (1983),Animation
96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
70451,Max Manus (2008),Action|Drama|War
171763,Baby Driver (2017),Action|Crime|Thriller
33779,Eddie Izzard: Dress to Kill (1999),Comedy
6192,Open Hearts (Elsker dig for evigt) (2002),Romance
102217,Bill Hicks: Revelations (1993),Comedy
128099,Jim Jefferies: BARE (2014),Comedy
174909,Logan Lucky (2017),Comedy
87234,Submarine (2010),Comedy|Drama|Romance
138966,Nasu: Summer in Andalusia (2003),Animation
4708,Marat/Sade (1966),Drama|Musical
3421,Animal House (1978),Comedy
73822,Meantime (1984),Comedy|Drama
84512,Girls About Town (1931),Comedy
3435,Double Indemnity (1944),Crime|Drama|Film-Noir
171495,Cosmos,(no genres listed)
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action|Adventure|Animation
3496,Madame Sousatzka (1988),Drama
8874,Shaun of the Dead (2004),Comedy|Horror
7056,"Public Enemy, The (1931)",Action|Crime|Drama
63082,Slumdog Millionaire (2008),Crime|Drama|Romance
33138,Palindromes (2004),Adventure|Comedy|Drama
951,His Girl Friday (1940),Comedy|Romance
45503,Peaceful Warrior (2006),Drama
26547,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller
5888,Brother (Brat) (1997),Crime|Drama
1631,"Assignment, The (1997)",Action|Thriller
53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary
26928,"Summer's Tale, A (Conte d'été) (1996)",Comedy|Drama|Romance
26401,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
5088,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama
2924,Drunken Master (Jui kuen) (1978),Action|Comedy
6408,Animals are Beautiful People (1974),Comedy|Documentary
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation
6442,Belle époque (1992),Comedy|Romance
150696,Tomorrow (2015),Documentary
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy|Fantasy|Romance
7071,"Woman Under the Influence, A (1974)",Drama
104780,"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",Adventure|Animation|Sci-Fi
6402,Siam Sunset (1999),Comedy
172583,Investigation Held by Kolobki (1986),Animation
5328,Rain (2001),Drama|Romance
