6818,Come and See (Idi i smotri) (1985),Drama|War
8477,"Jetée, La (1962)",Romance|Sci-Fi
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama
131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
80906,Inside Job (2010),Documentary
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
60756,Step Brothers (2008),Comedy
89774,Warrior (2011),Drama
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
5490,The Big Bus (1976),Action|Comedy
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
6201,Lady Jane (1986),Drama|Romance
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
4393,Another Woman (1988),Drama
178827,Paddington 2 (2017),Adventure|Animation|Children|Comedy
53280,"Breed, The (2006)",Horror|Thriller
118834,National Lampoon's Bag Boy (2007),Comedy
95843,Goodbye Charlie (1964),Comedy|Fantasy|Romance
131237,What Men Talk About (2010),Comedy
156605,Paterson,(no genres listed)
166183,Junior and Karlson (1968),Adventure|Animation|Children
33649,Saving Face (2004),Comedy|Drama|Romance
152105,Dad's Army (1971),Comedy
136469,Larry David: Curb Your Enthusiasm (1999),Comedy
3951,Two Family House (2000),Drama
7096,Rivers and Tides (2001),Documentary
3379,On the Beach (1959),Drama
2972,Red Sorghum (Hong gao liang) (1987),Drama|War
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance
138966,Nasu: Summer in Andalusia (2003),Animation
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
83969,Down Argentine Way (1940),Comedy|Drama|Romance
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy
147196,The Girls (1961),Comedy|Romance
32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary
172585,Karlson Returns (1970),Adventure|Animation|Children
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance
173963,Empties (2007),Comedy
131130,Tom and Jerry: A Nutcracker Tale (2007),Animation|Comedy
107771,Only Lovers Left Alive (2013),Drama|Horror|Romance
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama
171495,Cosmos,(no genres listed)
31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
951,His Girl Friday (1940),Comedy|Romance
25887,Tales of Manhattan (1942),Comedy|Drama
141928,Bloodsucking Bastards (2015),Comedy|Horror
246,Hoop Dreams (1994),Documentary
147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),Crime
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
134796,Bitter Lake (2015),Documentary
2064,Roger & Me (1989),Documentary
107999,Dragon ball Z 04: Lord Slug (1991),Animation|Children
146684,Cosmic Scrat-tastrophe (2015),Animation|Children|Comedy
57502,Cat Soup (Nekojiru-so) (2001),Adventure|Animation|Drama|Horror
26528,Anne of Green Gables (1985),Children|Drama
3567,Bossa Nova (2000),Comedy|Drama|Romance
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama
61024,Pineapple Express (2008),Action|Comedy|Crime
102217,Bill Hicks: Revelations (1993),Comedy
100556,"Act of Killing, The (2012)",Documentary
5385,"Last Waltz, The (1978)",Documentary
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy|Fantasy|Romance
175397,"In the blue sea, in the white foam. (1984)",Animation|Children|Fantasy
156025,Ice Age: The Great Egg-Scapade (2016),Adventure|Animation|Children|Comedy
26810,Bad Boy Bubby (1993),Drama
167064,I Am Not Your Negro (2017),Documentary
72982,Alice (2009),Action|Adventure|Fantasy
7387,Dawn of the Dead (1978),Action|Drama|Horror
118894,Scooby-Doo! Abracadabra-Doo (2010),Animation|Children|Mystery
6515,You Only Live Once (1937),Crime|Film-Noir
188751,Mamma Mia: Here We Go Again! (2018),Comedy|Romance
129514,George Carlin: It's Bad for Ya! (2008),Comedy
60737,Watching the Detectives (2007),Comedy|Romance
50999,"Ugly Duckling and Me!, The (2006)",Animation|Comedy
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
59814,Ex Drummer (2007),Comedy|Crime|Drama|Horror
158966,Captain Fantastic (2016),Drama
495,In the Realm of the Senses (Ai no corrida) (1976),Drama
3942,Sorority House Massacre II (1990),Horror
8484,"Human Condition I, The (Ningen no joken I) (1959)",Drama|War
78836,Enter the Void (2009),Drama
3096,My Man Godfrey (1957),Comedy
103602,Craig Ferguson: I'm Here To Help (2013),Comedy|Documentary
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
2131,Autumn Sonata (Höstsonaten) (1978),Drama
6530,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller
170597,A Plasticine Crow (1981),Animation
136850,Villain (1971),Crime|Drama|Thriller
53578,"Valet, The (La doublure) (2006)",Comedy
172637,Priklyucheniya Kapitana Vrungelya (1979),Action|Adventure|Animation|Comedy
172583,Investigation Held by Kolobki (1986),Animation
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation
34312,"Calcium Kid, The (2004)",Comedy
